SKU,Name,Product Type,Website,Status,3D Model DWG,3D Model Object,BIM Objects,SketchUp,image-src,imagee-src,sku,,,
SNIX-SC,Snix Square Corner Table,configurable,B2B Dezign,Enabled,Snix_Corner_Table_3D.zip,Snix_Square_Corner_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/6660/product_gallery_main/633fef94e8f85813014596.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633fef94e8f85813014596.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633fef94e8f85813014596.jpg
ALT-01,Altarra Single Seat,configurable,B2B Dezign,Disabled,Altarra_Single_Seat_3D.zip,Altarra_Single_Seat_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/a/l/altarra-single-seat-wf140-front_1.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,altarra-single-seat-wf140-front_1.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/altarra-single-seat-wf140-front_1.png
DEXA-01,Dexa Single Seater,configurable,B2B Dezign,Enabled,Dexa_Single_Seat_3D.zip,Dexa_Single_Seater_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1121/product_gallery_main/6333bede32452209085577.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,6333bede32452209085577.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/6333bede32452209085577.jpg
DEXA-02,Dexa 2 Seater,configurable,B2B Dezign,Enabled,Dexa_2_Seater_3D.zip,Dexa_2_Seater_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1125/product_gallery_main/633aa8073a538142329431.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633aa8073a538142329431.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633aa8073a538142329431.jpg
DEXA-03,Dexa 3 Seater,configurable,B2B Dezign,Enabled,Dexa_3_Seater_3D.zip,Dexa_3_Seater_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1129/product_gallery_main/633a653d34422354148808.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633a653d34422354148808.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633a653d34422354148808.jpg
SNIX-MOD,Snix Sectional,grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/s/n/snix-mod2.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,snix-mod2.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/snix-mod2.png
ALT-S-01,Altarra Sofa Set with Coffee Table,grouped,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/a/l/altarra-set-thumbnail.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,altarra-set-thumbnail.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/altarra-set-thumbnail.jpg
ALT-02,Altarra 2 Seater,configurable,B2B Dezign,Disabled,Altarra_2_Seater_3D.zip,Altarra_2_Seater_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/a/l/altarra-2-seater-wf140-front_1.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,altarra-2-seater-wf140-front_1.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/altarra-2-seater-wf140-front_1.png
ALT-03,Altarra 3 Seater,configurable,B2B Dezign,Disabled,Altarra_3_Seater__3D.zip,Altarra_3_Seater_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/a/l/altarra-3seat-dimension_1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,altarra-3seat-dimension_1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/altarra-3seat-dimension_1.jpg
TSS-07,Tessin Coffee Table,simple,Dezign,Disabled,Tessin_Coffee_Table_3D.zip,Tessin_Coffee_Table_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/t/e/tessin-coffee-table-front.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,tessin-coffee-table-front.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/tessin-coffee-table-front.png
MOR-DT,Morris Dining Table,configurable,Dezign,Disabled,Morris_Dining_Table_3D.zip,,,,,https://dezigndistrict.com/pub/media/catalog/product/m/o/morris-dt-100-front_1.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,morris-dt-100-front_1.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/morris-dt-100-front_1.png
BRZ-01,Breeze Single Seat,configurable,B2B Dezign,Disabled,Breeze_Single_Seat_3D.zip,Breeze_Single_Seater_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/b/r/breeze-1seat-dimension.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,breeze-1seat-dimension.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/breeze-1seat-dimension.jpg
BRZ-02,Breeze 2 Seater,configurable,B2B Dezign,Disabled,Breeze_2_Seater_3D.zip,Breeze_2_Seater_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/b/r/breeze-2seat-dimension.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,breeze-2seat-dimension.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/breeze-2seat-dimension.jpg
PLT-DT-160-AL,Planka Aluminium Dining Table 160,configurable,B2B Dezign,Enabled,Planka_Aluminium_Dining_Table_160_3D.rar,Planka_Aluminium_Dining_Table_160_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/1309/product_gallery_main/63520883a7473413444006.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,63520883a7473413444006.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/63520883a7473413444006.jpg
TSS-MOD,Tessin Sectional,grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/t/v/tv4vpy_2_5uhd.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,tv4vpy_2_5uhd.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/tv4vpy_2_5uhd.jpg
BETA-CT,Beta Coffee Table,simple,Dezign,Enabled,Beta_Coffee_Table_3D.zip,Beta_Coffee_Table_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/b/e/beta-coffee-table-front-green.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,beta-coffee-table-front-green.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/beta-coffee-table-front-green.png
BETA-ST,Beta Side Table,simple,Dezign,Enabled,Beta_Side_Table_3D.zip,Beta_Side_Table_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/b/e/beta-side-table-green-front.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,beta-side-table-green-front.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/beta-side-table-green-front.png
VENTO-01,Vento Teak Single Seater,configurable,B2B Dezign,Enabled,Vento_Single_Seat_3D.zip,Vento_Teak_Single_Seater_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1133/product_gallery_main/634fa2af4e360726885774.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,634fa2af4e360726885774.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/634fa2af4e360726885774.jpg
VENTO-02,Vento Teak 2 Seater,configurable,B2B Dezign,Enabled,Vento_2_Seater_3D.zip,Vento_Teak_2_Seater_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1141/product_gallery_main/634fadcc75952534018990.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,634fadcc75952534018990.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/634fadcc75952534018990.jpg
VENTO-03,Vento Teak 3 Seater,configurable,B2B Dezign,Enabled,Vento_3_Seater_3D.zip,Vento_Teak_3_Seater_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1145/product_gallery_main/633a6248bca61652044394.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633a6248bca61652044394.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633a6248bca61652044394.jpg
LCK-11,Piedra Round Coffee Table,configurable,B2B Dezign,Enabled,Piedra_Round_Coffee_Table_3D.rar,Piedra_Round_Coffee_Table_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/4963/product_gallery_main/633ff5d4335f9748312435.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633ff5d4335f9748312435.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633ff5d4335f9748312435.jpg
LCK-12,Piedra Round Side Table,configurable,B2B Dezign,Enabled,Piedra_Round_Side_Table_3D.rar,Piedra_Round_Side_Table_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/4952/product_gallery_main/633e8f2dc6f1e128231955.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633e8f2dc6f1e128231955.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633e8f2dc6f1e128231955.jpg
DEXA-S-01,Dexa Sofa Set with Beta Coffee Table,grouped,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/d/e/dexa-set-dp.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,dexa-set-dp.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/dexa-set-dp.jpg
SNIX-S-01,Snix Sofa Set with Coffee Table,grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/s/n/snix-lounge-collection-beige-lifestyle-1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,snix-lounge-collection-beige-lifestyle-1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/snix-lounge-collection-beige-lifestyle-1.jpg
BRZ-DC,Breeze Dining Chair,configurable,B2B Dezign,Disabled,Breeze_Dining_Chair_3D.zip,Breeze_Dining_Chair_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/b/r/breeze-dining-chair-dimension_1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,breeze-dining-chair-dimension_1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/breeze-dining-chair-dimension_1.jpg
COR-01,Corda Single Seater,configurable,B2B Dezign,Enabled,Corda_Single_Seat_3D.zip,Corda_Single_Seater_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/406/product_gallery_main/6333bf31b7255951145621.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,6333bf31b7255951145621.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/6333bf31b7255951145621.jpg
COR-02,Corda Lounge 2 Seater,configurable,B2B Dezign,Enabled,Corda_2_Seater_3D.zip,Corda_Lounge_2_Seater_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/410/product_gallery_main/633aaafe09079194506270.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633aaafe09079194506270.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633aaafe09079194506270.jpg
COR-03,Corda Lounge 3 Seater,configurable,B2B Dezign,Enabled,Corda_3_Seater_3D.zip,Corda_Lounge_3_Seater_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/414/product_gallery_main/63351dede9de8915740505.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,63351dede9de8915740505.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/63351dede9de8915740505.jpg
COR-CT-TC,Corda Coffee Table,configurable,Dezign,Disabled,Corda_Coffee_Table_3D.zip,Corda_Coffee_Table_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/c/o/corda-ct-grigio-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,corda-ct-grigio-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/corda-ct-grigio-dims.jpg
COR-ST-TC,Corda Side Table,configurable,Dezign,Disabled,Corda_Side_Table_3D.zip,Corda_Side_Table_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/c/o/corda-st-grigio-dims.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,corda-st-grigio-dims.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/corda-st-grigio-dims.jpg
COR-04,Corda Dining Armchair,configurable,B2B Dezign,Enabled,Corda_Dining_Chair_3D.zip,Corda_Dining_Chair_3DObject.zip,,Corda_Dining_Chair_sketchup.zip,,https://b2b.triconville.com/media/cache/attachment/resize/643/product_gallery_main/633d31c59a811648913015.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633d31c59a811648913015.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633d31c59a811648913015.jpg
VENTO-S-01,Vento Sofa Set with Piedra Coffee Table,grouped,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/c/a/cavallo-sofa-sets-dp.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,cavallo-sofa-sets-dp.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/cavallo-sofa-sets-dp.jpg
COR-S-01,Corda Sofa Set with Coffee & Side Table,grouped,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/c/o/corda-sofa-set.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,corda-sofa-set.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/corda-sofa-set.jpg
PIEDRA-CT,Piedra Recta Coffee Table,configurable,B2B Dezign,Enabled,Piedra_Rect_Coffee_Table_3D.zip,Piedra_Rect_Coffee_Table_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/4992/product_gallery_main/633ff5cc330d5930671810.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633ff5cc330d5930671810.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633ff5cc330d5930671810.jpg
PIEDRA-ST,Piedra Square Side Table,configurable,B2B Dezign,Enabled,Piedra_Rect_Side_Table_3D.zip,Piedra_Square_Side_Table_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/5000/product_gallery_main/633e8f3ab5498931067492.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633e8f3ab5498931067492.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633e8f3ab5498931067492.jpg
GERA-DT-240-AL,Gera Dining Table 240 Aluminium Legs,configurable,B2B Dezign,Enabled,Gera_Dining_Table_3D.zip,Gera_Dining_Table_240_Aluminium_Legs_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/1199/product_gallery_main/6343c9a5c5f55353939697.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,6343c9a5c5f55353939697.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/6343c9a5c5f55353939697.jpg
ARA-01,Ara Single Seater Sofa,simple,Dezign,Disabled,Ara_Single_Seat_3D.zip,,,,,https://dezigndistrict.com/pub/media/catalog/product/a/r/ara-single-seat-front_3.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,ara-single-seat-front_3.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/ara-single-seat-front_3.png
ARA-02,Ara 2 Seater Sofa,simple,Dezign,Disabled,Ara_2_Seater_3D.zip,,,,,https://dezigndistrict.com/pub/media/catalog/product/a/r/ara-2-seat-front_2.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,ara-2-seat-front_2.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/ara-2-seat-front_2.png
PLT-ET-230-AL,Planka Aluminium Extension Table 230,configurable,B2B Dezign,Enabled,Planka_Aluminium_Extension_Table_230_3D.rar,Planka_Aluminium_Extension_Table_230_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/1325/product_gallery_main/5cee347de2e88057495891.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5cee347de2e88057495891.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5cee347de2e88057495891.jpg
PLT-DT,Planka Alu Dining Table,configurable,Dezign,Enabled,Planka_Dining_Table_3D.zip,,,,,https://dezigndistrict.com/pub/media/catalog/product/p/l/planka-alu-dt-100-fr_1.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,planka-alu-dt-100-fr_1.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/planka-alu-dt-100-fr_1.png
PAR-300R,Ocean Parasol Frame Round 300,configurable,B2B Dezign,Enabled,Ocean_Parasol_Frame_Round_3D.zip,Ocean_Parasol_Frame_Round_300_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/548/product_gallery_main/5cab1b063b0a4973476689.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5cab1b063b0a4973476689.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5cab1b063b0a4973476689.jpg
PAR-250S,Ocean Parasol Frame Square 250,configurable,B2B Dezign,Enabled,Ocean_Parasol_Frame_Square_3D.zip,,,,,https://b2b.triconville.com/media/cache/attachment/resize/552/product_gallery_main/5cab1b6e1312b912816188.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5cab1b6e1312b912816188.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5cab1b6e1312b912816188.jpg
TRL-02F,Rivera Flat Lounger,configurable,B2B Dezign,Enabled,Rivera_Flat_Lounger_3D.rar,Rivera_Flat_Lounger_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/370/product_gallery_main/63355d1295397749543657.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,63355d1295397749543657.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/63355d1295397749543657.jpg
